airplane,airname,citycode,cityname,country
ARH,阿尔汉格尔斯克机场,ARH,阿尔汉格尔斯克,俄罗斯
DYR,阿纳德尔机场,DYR,阿纳德尔,俄罗斯
AAQ,阿那帕机场,AAQ,阿纳帕,俄罗斯
ACS,阿钦斯克机场,ACS,阿钦斯克,俄罗斯
ASF,阿斯特拉罕机场,ASF,阿斯特拉罕,俄罗斯
OSW,奥尔斯克机场,OSW,奥尔斯克,俄罗斯
REN,奥伦堡机场,REN,奥伦堡,俄罗斯
BAX,巴瑙尔机场,BAX,巴尔瑙尔,俄罗斯
BWO,巴拉科沃机场,BWO,巴拉科沃,俄罗斯
PKC,勘察加-彼得罗巴甫洛夫斯克机场,PKC,彼得罗巴甫洛夫斯克,俄罗斯
PES,彼得罗扎沃茨克机场,PES,彼得罗扎沃茨克,俄罗斯
PEE,彼尔姆机场,PEE,彼尔姆,俄罗斯
EGO,巴尔格勒机场,EGO,别尔哥罗德,俄罗斯
BCX,别洛列茨克机场,BCX,别洛列茨克,俄罗斯
PYJ,波利亚尔尼机场,PYJ,波利亚尔尼,俄罗斯
PEX,伯绍尔机场,PEX,伯绍尔,俄罗斯
BTK,布拉茨克机场,BTK,布拉茨克,俄罗斯
BZK,布里安斯克机场,BZK,布里安斯克,俄罗斯
CEK,车里雅宾斯克机场,CEK,车里雅宾斯克,俄罗斯
CEE,切列波维茨机场,CEE,车里亚宾斯克,俄罗斯
HTA,赤塔机场,HTA,赤塔,俄罗斯
OHO,鄂霍次克机场,OHO,鄂霍次克,俄罗斯
OMS,鄂姆斯克机场,OMS,鄂木斯克,俄罗斯
OGZ,弗拉季卡夫卡兹机场,OGZ,弗拉季高加索,俄罗斯
VLK,伏尔加顿斯克机场,VLK,伏尔加顿斯克,俄罗斯
VOG,伏尔加格勒机场,VOG,伏尔加格勒,俄罗斯
KHV,哈巴罗夫斯克机场,KHV,哈巴罗夫斯克,俄罗斯
VVO,符拉迪沃斯托克机场,VVO,海参崴,俄罗斯
BQS,布拉格维申斯科机场,BQS,海兰泡,俄罗斯
GDZ,基联恩金克机场,GDZ,基联恩金克,俄罗斯
KVK,基罗夫斯克机场,KVK,基罗夫斯克,俄罗斯
KGD,加里宁格勒机场,KGD,加里宁格勒,俄罗斯
KZN,喀山机场,KZN,喀山,俄罗斯
KSZ,科特拉斯机场,KSZ,科特拉斯,俄罗斯
KGP,克加利姆机场,KGP,克加利姆,俄罗斯
KRR,克拉斯诺达尔机场,KRR,克拉斯诺达尔,俄罗斯
KJA,叶梅利亚诺夫国际机场,KJA,克拉斯诺亚尔斯克,俄罗斯
KEJ,克麦罗沃机场,KEJ,克麦罗沃,俄罗斯
MRV,矿水城机场,MRV,矿水城,俄罗斯
RAT,拉什兹尼机场,RAT,拉什兹尼,俄罗斯
ROV,罗斯托夫机场,ROV,罗斯托夫,俄罗斯
HMA,马尔默机场,HMA,马尔默,俄罗斯
MQF,马格尼托哥尔斯克机场,MQF,马格尼托哥尔斯克,俄罗斯
MCX,马哈奇卡拉机场,MCX,马哈奇卡拉,俄罗斯
GDX,马加丹机场,GDX,马加丹,俄罗斯
MJZ,米尔内机场,MJZ,米尔内,俄罗斯
MMK,摩尔曼斯克机场,MMK,摩尔曼斯克,俄罗斯
SVO,谢列蔑契娃机场,MOW,莫斯科,俄罗斯
DME,德莫杰多沃国际机场,MOW,莫斯科,俄罗斯
VKO,伏努科沃机场,MOW,莫斯科,俄罗斯
BKA,比科沃机场,MOW,莫斯科,俄罗斯
NYM,纳德姆机场,NYM,纳德姆,俄罗斯
NNM,纳里安马尔机场,NNM,纳里扬马尔,俄罗斯
NFG,讷夫特约甘斯克机场,NFG,讷夫特约甘斯克,俄罗斯
NER,楚尔曼机场,NER,内尤格里,俄罗斯
NOJ,诺嘉宾斯克机场,NOJ,诺嘉宾斯克,俄罗斯
NSK,诺里尔斯克机场,NSK,诺里尔斯克,俄罗斯
NUX,诺维乌仍果机场,NUX,诺维乌仍果,俄罗斯
PKV,普斯科夫机场,PKV,普斯科夫,俄罗斯
CKL,奇卡洛夫斯基机场,CKL,奇卡洛夫斯基,俄罗斯
CKH,乔科达机场,CKH,乔科达,俄罗斯
CSY,切博克萨雷机场,CSY,切博克萨雷,俄罗斯
CYX,切尔斯基机场,CYX,切尔斯基,俄罗斯
KXK,青年城机场,KXK,青年城,俄罗斯
TJM,秋明机场,TJM,秋明,俄罗斯
RTW,萨拉托夫机场,RTW,萨拉托夫,俄罗斯
KUF,萨玛拉机场,KUF,萨马拉,俄罗斯
SCW,瑟克特夫卡尔机场,SCW,瑟克特夫卡尔,俄罗斯
SLY,沙尔哈德机场,SLY,沙尔哈德,俄罗斯
LED,圣彼得堡机场,LED,圣彼得堡,俄罗斯
STW,斯塔夫罗波尔机场,STW,斯塔夫罗波尔,俄罗斯
SGC,苏尔古特机场,SGC,苏尔古特,俄罗斯
AER,阿德列尔索奇机场,AER,索契,俄罗斯
TOF,托木斯克机场,TOF,托木斯克,俄罗斯
VKT,沃尔库塔机场,VKT,沃尔库塔,俄罗斯
UFA,乌法机场,UFA,乌法,俄罗斯
UCT,乌赫塔机场,UCT,乌赫塔,俄罗斯
URJ,乌拉基机场,URJ,乌拉基,俄罗斯
UUD,乌兰乌德机场,UUD,乌兰乌德,俄罗斯
ULY,乌页诺夫斯克机场,ULY,乌里扬诺夫斯克,俄罗斯
UIK,乌斯季伊利姆斯克机场,UIK,乌斯季伊利姆斯克,俄罗斯
USK,乌辛斯克机场,USK,乌辛斯克,俄罗斯
GOJ,下诺夫哥罗德机场,GOJ,下诺夫哥罗德,俄罗斯
NJC,下瓦尔托夫斯克机场,NJC,下瓦尔托夫斯克,俄罗斯
NOZ,新库兹涅茨克机场,NOZ,新库兹涅茨克,俄罗斯
OVB,新西伯利亚机场,OVB,新西伯利亚,俄罗斯
YKS,亚库茨克机场,YKS,雅库茨克,俄罗斯
IAR,图诺什纳机场,IAR,雅罗斯拉夫尔,俄罗斯
SVX,叶卡捷琳堡机场,SVX,叶卡捷林堡,俄罗斯
EIE,叶尼塞斯克机场,EIE,叶尼塞斯克,俄罗斯
IKT,伊尔库茨克机场,IKT,伊尔库茨克,俄罗斯
IAA,伊加尔卡机场,IAA,伊加尔卡,俄罗斯
INA,因塔机场,INA,因塔,俄罗斯
UUS,南萨哈林斯克机场,UUS,尤基诺萨哈林斯克,俄罗斯
JOK,约什卡尔奥拉机场,JOK,约什卡尔奥拉,俄罗斯
DCF,多米尼加岛机场,DOM,多米尼加岛,多米尼克
DOM,麦尔维尔哈尔机场,DOM,多米尼加岛,多米尼克
BRX,巴拉奥纳机场,BRX,巴拉奥纳,多米尼加共和国
LRM,拉罗马纳机场,LRM,拉罗玛纳,多米尼加共和国
PUJ,蓬塔卡纳机场,PUJ,蓬塔卡纳,多米尼加共和国
POP,普拉塔港机场,POP,普拉塔港,多米尼加共和国
STI,圣地亚哥地方机场,STI,圣地亚哥,多米尼加共和国
SDQ,拉斯阿美利加斯机场,SDQ,圣多明哥,多米尼加共和国
LFW,纳辛贝·埃亚德马国际机场,LFW,洛美,多哥
AUT,阿陶罗机场,AUT,阿陶罗,东帝汶
BCH,巴务查务机场,BCH,巴务查务,东帝汶
DIL,科摩罗机场,DIL,帝力,东帝汶
ERF,爱尔福特机场,ERF,埃尔福特,德国
EME,埃姆登机场,EME,埃姆登,德国
ESS,埃森机场,ESS,埃森,德国
EIB,爱森纳赫机场,EIB,爱森纳赫,德国
BBH,巴尔特机场,BBH,巴尔特,德国
BMR,巴尔特鲁姆机场,BMR,巴尔特鲁姆,德国
SXF,肖尔内菲尔德机场,BER,柏林,德国
THF,特姆佩尔霍夫机场,BER,柏林,德国
TXL,特格尔机场,BER,柏林,德国
BER,柏林勃兰登堡国际机场,BER,柏林,德国
BYU,拜罗伊特机场,BYU,拜罗伊特,德国
BBJ,比特堡机场,BBJ,比特堡,德国
BFE,布勒费尔德机场,BFE,毕勒费尔德,德国
BMK,博尔库姆机场,BMK,博尔库姆,德国
BRE,不来梅机场,BRE,不来梅,德国
BRV,不来梅港机场,BRV,不来梅港,德国
BGN,布鲁伊根机场,BGN,布鲁伊根,德国
BWE,布劳恩史维希机场,BWE,布伦斯威克,德国
DRS,德雷斯顿机场,DRS,德累斯顿,德国
NRN,韦策机场,DUS,杜塞尔多夫,德国
DUS,杜塞尔多夫机场,DUS,杜塞尔多夫,德国
QDU,杜塞尔多夫车站,DUS,杜塞尔多夫,德国
DTM,多特蒙德机场,DTM,多特蒙德,德国
HHN,哈恩机场,FRA,法兰克福,德国
FRA,法兰克福机场,FRA,法兰克福,德国
FDH,腓特烈港机场,FDH,腓特烈港,德国
HDB,海德堡机场,HDB,海德堡,德国
HEI,海德－布埃色姆机场,HEI,海德布埃色姆,德国
HAM,汉堡机场,HAM,汉堡,德国
LBC,吕贝克机场,HAM,汉堡,德国
HAJ,汉诺威机场,HAJ,汉诺威,德国
HDF,赫林斯多夫机场,HDF,赫林斯多夫,德国
HGL,黑尔戈兰机场,HGL,黑尔戈兰,德国
HOQ,霍夫机场,HOQ,霍夫,德国
KEL,基尔机场,KEL,基尔,德国
FKB,卡尔斯鲁厄机场,FKB,卡尔斯鲁厄,德国
CSO,科赫施泰特机场,CSO,科赫施泰特,德国
CGN,考尔恩-波恩机场,CGN,科隆,德国
QKL,科隆火车站,CGN,科隆,德国
CBU,科特布斯机场,CBU,科特布斯,德国
FCN,库克斯港机场,FCN,库克斯港,德国
LEJ,莱比锡机场,LEJ,莱比锡,德国
LGO,朗格奥格机场,LGO,朗格奥格,德国
RLG,罗斯托克-拉阿格机场,RLG,罗斯托克拉阿格,德国
MHG,曼海姆机场,MHG,曼海姆,德国
FMO,蒙斯特机场,FMO,蒙斯特,德国
AGB,奥格斯堡机场,MUC,慕尼黑,德国
MUC,慕尼黑机场,MUC,慕尼黑,德国
NUE,纽伦堡机场,NUE,纽伦堡,德国
NDZ,诺德霍尔兹-斯片卡机场,NDZ,诺德霍尔兹斯片卡,德国
NRD,诺德奈机场,NRD,诺德奈,德国
PAD,帕特泊恩机场,PAD,帕德博恩,德国
JUI,儒伊斯特机场,JUI,儒伊斯特,德国
SCN,恩施埃姆机场,SCN,萨尔布吕肯,德国
STR,斯图加特机场,STR,斯图加特,德国
AGE,旺格奥格机场,AGE,旺格奥格,德国
WVN,威廉港机场,WVN,威廉港,德国
GWT,韦斯特兰机场,GWT,韦斯特兰,德国
AOC,魏玛老堡机场,AOC,魏玛老堡,德国
SGE,齐根机场,SGE,锡根,德国
FNB,新勃兰登堡机场,FNB,新勃兰登堡,德国
AAH,亚琛机场,AAH,亚琛,德国
FMM,梅明根机场,FMM,,德国
EBJ,埃斯堡机场,EBJ,埃斯堡,丹麦
AAL,奥尔堡机场,AAL,奥尔堡,丹麦
AAR,提尔斯特卢普机场,AAR,奥胡斯,丹麦
BLL,比隆机场,BLL,比隆,丹麦
RNN,伯恩霍尔姆机场,RNN,博恩霍尔姆,丹麦
FAE,法罗群岛机场,FAE,法罗群岛,丹麦
CPH,哥本哈根机场,CPH,哥本哈根,丹麦
KRP,卡鲁普机场,KRP,卡鲁普,丹麦
ODE,贝尔德灵吉机场,ODE,欧登塞,丹麦
SGD,森讷堡机场,SGD,森讷堡,丹麦
VEJ,维积利机场,VEJ,维积利,丹麦
TED,西泰德机场,TED,西泰德,丹麦
BSG,巴塔机场,BSG,巴塔,赤道几内亚
SSG,圣伊莎贝尔机场,SSG,马拉博,赤道几内亚
FNJ,平壤机场,FNJ,平壤,朝鲜
BJM,布琼布拉国际机场,BJM,布琼布拉,布隆迪
ARL,阿利机场,ARL,阿利,布基纳法索
BNR,邦福拉机场,BNR,邦福拉,布基纳法索
BOY,博博迪乌拉索机场,BOY,博博迪乌拉索,布基纳法索
OUA,瓦加杜古机场,OUA,瓦加杜古,布基纳法索
PBH,帕罗机场,PBH,帕罗,不丹
FRW,弗朗西斯敦机场,FRW,弗朗西斯敦,博茨瓦纳
GBE,塞雷策卡马爵士国际机机场,GBE,哈博罗内,博茨瓦纳
BBK,卡萨内机场,BBK,卡萨内,博茨瓦纳
MUB,马翁机场,MUB,马翁,博茨瓦纳
TLD,图利布洛克机场,TLD,图利布洛克,博茨瓦纳
PLJ,柏森斯亚半岛机场,PLJ,柏森斯亚半岛,伯利兹
BCV,贝尔莫潘机场,BCV,贝尔莫潘,伯利兹
BGK,伯利兹比格克里克机场,BGK,比格克里克,伯利兹
TZA,伯利兹城机场,BZE,伯利兹城,伯利兹
BZE,菲利普戈尔德森国际机场,BZE,伯利兹城,伯利兹
DGA,丹格里加机场,DGA,丹格里加,伯利兹
PND,戈尔达角机场,PND,戈尔达角,伯利兹
CZH,伯利兹科罗萨尔机场,CZH,科罗萨尔,伯利兹
CUK,库克岛机场,CUK,库克岛,伯利兹
SPR,伯利兹圣佩特罗机场,SPR,圣佩德罗,伯利兹
APB,阿波洛机场,APB,阿波洛,玻利维亚
ASC,阿森松机场,ASC,阿森松,玻利维亚
BVL,包雷斯机场,BVL,包雷斯,玻利维亚
BJO,贝尔梅霍机场,BJO,贝尔梅霍,玻利维亚
GYA,瓜亚拉梅林机场,GYA,瓜亚拉梅林,玻利维亚
CBB,科恰班巴机场,CBB,科恰班巴,玻利维亚
CIJ,科维哈机场,CIJ,科维哈,玻利维亚
LPB,阿尔托机场,LPB,拉巴斯,玻利维亚
RIB,里韦拉尔塔机场,RIB,里韦拉尔塔,玻利维亚
VVI,比鲁比鲁国际机场,SRZ,圣克鲁斯,玻利维亚
SRZ,圣克鲁斯机场,SRZ,圣克鲁斯,玻利维亚
SRE,苏克雷机场,SRE,苏克雷,玻利维亚
PSZ,苏亚雷斯港机场,PSZ,苏亚雷斯港,玻利维亚
TJA,塔里哈机场,TJA,塔里哈,玻利维亚
TDD,玻利维亚特立尼达机场,TDD,特立尼达,玻利维亚
BNX,巴尼亚卢卡机场,BNX,巴尼亚卢卡,波斯尼亚和黑塞哥维那
OMO,莫斯塔尔机场,OMO,莫斯塔尔,波斯尼亚和黑塞哥维那
SJJ,布特米尔机场,SJJ,萨拉热窝,波斯尼亚和黑塞哥维那
BZG,比得哥什机场,BZG,比得哥什,波兰
POZ,波兹南机场,POZ,波兹南,波兰
WRO,弗罗茨瓦夫机场,WRO,弗罗茨瓦夫,波兰
GDN,格但斯克机场,GDN,格但斯克,波兰
WMI,华沙莫德林机场,WAW,华沙,波兰
WAW,华沙机场,WAW,华沙,波兰
KTW,卡托维茨机场,KTW,卡托维兹,波兰
KRK,克拉克夫机场,KRK,克拉科夫,波兰
LCJ,罗兹机场,LCJ,罗兹,波兰
IEG,绿山城机场,IEG,绿山城,波兰
CZW,琴斯托霍瓦机场,CZW,琴斯托霍瓦,波兰
RZE,热舒夫机场,RZE,热舒夫,波兰
SZZ,什切青机场,SZZ,什切青,波兰
LUZ,卢布林机场,LUZ,,波兰
BQN,博林奎恩机场,BQN,阿瓜迪亚,波多黎各
ARE,阿雷西沃机场,ARE,阿雷西沃,波多黎各
FAJ,法哈多机场,FAJ,法哈多,波多黎各
CPX,古雷拉机场,CPX,古雷拉,波多黎各
MAZ,尤格尼奥-德霍斯托斯机场,MAZ,马亚圭斯,波多黎各
PSE,梅塞迪塔机场,PSE,庞塞,波多黎各
SIG,伊斯拉格兰德机场,SJU,圣胡安,波多黎各
SJU,路易斯姆诺兹马灵机场,SJU,圣胡安,波多黎各
AEY,阿克雷里机场,AEY,阿克雷里,冰岛
EGS,埃吉尔斯塔第尔机场,EGS,埃吉尔斯塔第尔,冰岛
BJD,巴卡夫约多尔机场,BJD,巴卡夫约多尔,冰岛
BIU,比尔都达勒尔机场,BIU,比尔都达勒尔,冰岛
BGJ,博加福约杜尔-伊斯特里机场,BGJ,博加福约杜尔伊斯特里,冰岛
BXV,布雷达尔斯维克机场,BXV,布雷达尔斯维克,冰岛
BLO,布伦迪欧斯机场,BLO,布伦迪欧斯,冰岛
GRY,格里姆塞机场,GRY,格里姆塞,冰岛
HFN,霍夫恩机场,HFN,霍夫恩,冰岛
RKV,雷克雅未克国内机场,REK,雷克雅未克,冰岛
KEF,雷克雅未克国际机场,REK,雷克雅未克,冰岛
SAK,绍达克卢库机场,SAK,绍达克卢库,冰岛
SIJ,思鲁弗弗绝杜尔机场,SIJ,思鲁弗弗绝杜尔,冰岛
THO,索绍弗恩机场,THO,索绍弗恩,冰岛
VPN,沃普纳菲厄泽机场,VPN,沃普纳菲厄泽,冰岛
IFJ,伊萨菲约杜尔机场,IFJ,伊萨菲约杜尔,冰岛
DJU,朱皮佛格尔机场,DJU,朱皮佛格尔,冰岛
ANR,德尔内机场,ANR,安特卫普,比利时
CRL,沙勒罗瓦－布鲁塞尔南机场,BRU,布鲁塞尔,比利时
BRU,布鲁塞尔机场,BRU,布鲁塞尔,比利时
GNE,根特机场,GNE,根特,比利时
KJK,科特赖克机场,KJK,科特赖克,比利时
COO,科托努机场,COO,科托努,贝宁
ROP,罗塔机场,ROP,罗塔,北马里亚纳群岛
SPN,塞班机场,SPN,塞班,北马里亚纳群岛
TIQ,天宁岛机场,TIQ,天宁岛,北马里亚纳群岛
BOJ,布加斯机场,BOJ,布加斯,保加利亚
PDV,普罗夫迪夫机场,PDV,普罗夫迪夫,保加利亚
SOF,索非亚机场,SOF,索非亚,保加利亚
VAR,瓦尔纳机场,VAR,瓦尔纳,保加利亚
BDA,百慕大机场,BDA,百慕大,百慕大
BQT,布列斯特机场,BQT,布列斯特,白俄罗斯
MSQ,明斯克机场,MSQ,明斯克,白俄罗斯
VTB,维帖布斯克机场,VTB,维帖布斯克,白俄罗斯
AMJ,阿尔梅纳拉机场,AMJ,阿尔梅纳拉,巴西
ATM,阿尔塔米拉机场,ATM,阿尔塔米拉,巴西
AUX,阿拉瓜依纳机场,AUX,阿拉瓜依纳,巴西
ARS,阿拉加尔萨斯机场,ARS,阿拉加尔萨斯,巴西
AJU,阿拉卡茄机场,AJU,阿拉卡茄,巴西
AQA,阿拉拉夸拉机场,AQA,阿拉拉夸拉,巴西
APQ,阿拉皮拉卡机场,APQ,阿拉皮拉卡,巴西
AAG,阿拉珀提机场,AAG,阿拉珀提,巴西
ARU,阿拉萨图巴机场,ARU,阿拉萨图巴,巴西
AAX,阿拉夏机场,AAX,阿拉夏,巴西
AAI,阿拉亚斯机场,AAI,阿拉亚斯,巴西
ALQ,阿莱格雷蒂机场,ALQ,阿莱格雷蒂,巴西
POA,萨尔加多-费尔霍机场,POA,阿雷格里港,巴西
AIR,阿里布瓦讷机场,AIR,阿里布瓦讷,巴西
AQM,阿里米克斯机场,AQM,阿里米克斯,巴西
ALT,阿伦克尔机场,ALT,阿伦克尔,巴西
APS,阿纳波利斯机场,APS,阿纳波利斯,巴西
APU,阿普卡拉机场,APU,阿普卡拉,巴西
AIF,阿西斯机场,AIF,阿西斯,巴西
AFL,艾达佛洛斯塔机场,AFL,艾达佛洛斯塔,巴西
ORX,奥里希米纳机场,ORX,奥里希米纳,巴西
OYK,奥亚波基机场,OYK,奥亚波基,巴西
BAZ,巴贝罗斯机场,BAZ,巴贝罗斯,巴西
BSS,巴尔萨斯机场,BSS,巴尔萨斯,巴西
BQQ,巴拉机场,BQQ,巴拉,巴西
BPG,巴拉－杜加萨机场,BPG,巴拉杜加萨,巴西
BDC,巴拉－杜科尔机场,BDC,巴拉杜科尔,巴西
BRA,巴雷拉斯机场,BRA,巴雷拉斯,巴西
BRB,巴雷里尼亚斯机场,BRB,巴雷里尼亚斯,巴西
BAT,巴雷图斯机场,BAT,巴雷图斯,巴西
BGX,巴热机场,BGX,巴热,巴西
BSB,巴西利亚国际机场,BSB,巴西利亚,巴西
BAU,包鲁机场,BAU,包鲁,巴西
JDO,北茹阿泽鲁机场,JDO,北茹阿泽鲁,巴西
BVM,贝尔蒙蒂机场,BVM,贝尔蒙蒂,巴西
PLU,贝洛奥里藏特机场,BHZ,贝洛奥里藏特,巴西
CNF,坦克雷多内弗斯机场,BHZ,贝洛奥里藏特,巴西
BGV,本图贡萨尔维斯机场,BGV,本图贡萨尔维斯,巴西
PNZ,彼得罗利纳机场,PNZ,彼得罗利纳,巴西
PTQ,波多韦柳机场,PTQ,波多韦柳,巴西
BVB,博阿维斯塔机场,BVB,博阿维斯塔,巴西
BCR,博卡-杜阿克里机场,BCR,博卡杜阿克里,巴西
BYO,博尼图机场,BYO,博尼图,巴西
BZC,布吉奥斯机场,BZC,布吉奥斯,巴西
BJP,布拉干萨-保利斯塔机场,BJP,布拉干萨保利斯塔,巴西
BVS,布雷维斯机场,BVS,布雷维斯,巴西
BNU,布卢梅瑙机场,BNU,布卢梅瑙,巴西
BMS,布鲁马杜机场,BMS,布鲁马杜,巴西
CGR,坎姆波格朗德国际机场,CGR,大坎普,巴西
SJK,杜斯坎普斯机场,SJK,杜斯坎普斯,巴西
FEN,费尔南多-迪诺罗尼亚机场,FEN,费努罗尼亚,巴西
FRC,弗兰卡机场,FRC,弗兰卡,巴西
FLN,弗洛里亚诺布里斯机场,FLN,弗洛里亚诺波利斯,巴西
FOR,平托马丁斯机场,FOR,福塔莱萨,巴西
GYN,戈亚尼亚机场,GYN,戈亚尼亚,巴西
JPR,吉-巴拉那机场,JPR,吉巴拉那,巴西
CKS,加拉杰斯机场,CKS,加拉杰斯,巴西
CFB,卡布弗里乌机场,CFB,卡布弗里乌,巴西
CAC,基督城机场,CAC,卡斯卡韦尔,巴西
CPV,坎皮纳格拉德机场,CPV,坎皮纳格拉德,巴西
CPQ,坎皮纳斯机场,CPQ,坎皮纳斯,巴西
CMG,科龙巴机场,CMG,科龙巴,巴西
CCM,克雷西阿马机场,CCM,克雷西阿马,巴西
CZS,克鲁塞罗机场,CZS,克鲁塞罗,巴西
CWB,阿丰索佩纳机场,CWB,库里提巴,巴西
CGB,库亚巴机场,CGB,库亚巴,巴西
LEC,雷恩克斯机场,LEC,雷恩克斯,巴西
REC,瓜拉拉佩斯国际机场,REC,累西腓,巴西
RBR,普雷斯梅迪希机场,RBR,里奥布朗库,巴西
RAO,里贝朗普雷图机场,RAO,里贝朗普雷图,巴西
GIG,里约热内卢机场,RIO,里约热内卢,巴西
SDU,里约热内卢机场,RIO,里约热内卢,巴西
LVB,利夫拉门图机场,LVB,利夫拉门图,巴西
LDB,隆德里纳机场,LDB,隆德里纳,巴西
MCP,马卡帕机场,MCP,马卡帕,巴西
MAB,马拉巴机场,MAB,马拉巴,巴西
MII,马里利亚机场,MII,马里利亚,巴西
MGF,马林加机场,MGF,马林加,巴西
MAO,埃杜阿多戈梅斯机场,MAO,马瑙斯,巴西
MCZ,帕尔马雷斯机场,MCZ,马塞约,巴西
MBK,马图帕机场,MBK,马图帕,巴西
MEU,蒙吉杜拉多机场,MEU,蒙吉杜拉多,巴西
MTE,蒙特阿莱格里机场,MTE,蒙特阿莱格里,巴西
MOC,蒙蒂斯克拉鲁斯机场,MOC,蒙特斯克拉劳斯,巴西
MVS,穆库里机场,MVS,穆库里,巴西
NAT,奥古斯托塞佛洛机场,NAT,纳塔尔,巴西
NVT,纳韦甘蒂斯机场,NVT,纳韦甘蒂斯,巴西
CXJ,南卡希亚斯机场,CXJ,南卡希亚斯,巴西
PMW,帕尔马斯机场,PMW,帕尔马斯,巴西
PIN,帕林廷斯机场,PIN,帕林廷斯,巴西
PFB,帕苏丰杜机场,PFB,帕苏丰杜,巴西
BEL,瓦尔德坎斯机场,BEL,培兰,巴西
PET,佩洛塔斯机场,PET,佩洛塔斯,巴西
SJP,普雷图河畔圣若泽机场,SJP,普雷图河畔圣若泽,巴西
PPB,普鲁登特总统城机场,PPB,普鲁登特总统城,巴西
JRN,茹鲁埃纳机场,JRN,茹鲁埃纳,巴西
JIA,茹伊纳机场,JIA,茹伊纳,巴西
JDF,茹伊斯迪福拉机场,JDF,茹伊斯迪福拉,巴西
JOI,儒万维尔机场,JOI,儒万维尔,巴西
JPA,若昂佩索阿机场,JPA,若昂佩索阿,巴西
SSA,路易斯马加尔哈斯机场,SSA,萨尔瓦多,巴西
BPS,塞古鲁港机场,BPS,塞古鲁港,巴西
XAP,沙佩科机场,XAP,沙佩科,巴西
APY,上巴伊纳巴机场,APY,上巴伊纳巴,巴西
GEL,圣安赫洛机场,GEL,圣安赫洛,巴西
VCP,圣保罗机场,SAO,圣保罗,巴西
CGH,康根哈斯机场,SAO,圣保罗,巴西
GRU,瓜鲁尔霍斯国际机场,SAO,圣保罗,巴西
SLZ,马尔松哈马卡多机场,SLZ,圣路易斯,巴西
RIA,圣马丽亚机场,RIA,圣马丽亚,巴西
STM,圣塔伦机场,STM,圣塔伦,巴西
SOD,索罗卡巴机场,SOD,索罗卡巴,巴西
TBT,塔巴廷加机场,TBT,塔巴廷加,巴西
TFF,特费机场,TFF,特费,巴西
THE,特雷西纳机场,THE,特雷西纳,巴西
TMT,特龙贝塔斯机场,TMT,特龙贝塔斯,巴西
TUR,图库鲁伊机场,TUR,图库鲁伊,巴西
VAG,娃吉尼亚机场,VAG,娃吉尼亚,巴西
GVR,瓦拉达里斯州长机场,GVR,瓦拉达里斯州长,巴西
VIX,尤里克塞尔斯机场,VIX,维多利亚,巴西
VDC,维多利亚-达孔基斯塔机场,VDC,维多利亚-达孔基斯塔,巴西
PVH,波多韦柳机场,PVH,维利乌港,巴西
UBA,乌贝拉巴机场,UBA,乌贝拉巴,巴西
UDI,乌贝蓝迪亚机场,UDI,乌贝蓝迪亚,巴西
OBI,乌比杜斯机场,OBI,乌比杜斯,巴西
URG,乌鲁瓜亚纳机场,URG,乌鲁瓜亚纳,巴西
UNA,乌纳机场,UNA,乌纳,巴西
OPS,锡诺普机场,OPS,锡诺普,巴西
IGU,卡塔拉塔斯机场,IGU,伊瓜苏福尔斯,巴西
IOS,伊利乌斯机场,IOS,伊利乌斯,巴西
ITB,伊泰图巴机场,ITB,伊泰图巴,巴西
IPN,衣潘廷加机场,IPN,衣潘廷加,巴西
IMP,因佩拉特里斯机场,IMP,因佩拉特里斯,巴西
JUA,爪拉机场,JUA,爪拉,巴西
ACU,阿楚图珀机场,ACU,阿楚图珀,巴拿马
ELE,埃尔雷亚尔机场,ELE,埃尔雷亚尔,巴拿马
AIL,埃里甘地机场,AIL,埃里甘地,巴拿马
BLB,巴尔博亚机场,BLB,巴尔博亚,巴拿马
PTY,托库蒙国际机场,PTY,巴拿马城,巴拿马
PAC,巴拿马城机场,PTY,巴拿马城,巴拿马
BFQ,巴依亚 比纳机场,BFQ,巴依亚比纳,巴拿马
BOC,博卡斯德尔托罗机场,BOC,博卡斯德尔托罗,巴拿马
CHX,昌金努拉机场,CHX,昌金努拉,巴拿马
DAV,达维德机场,DAV,达维德,巴拿马
GHE,加拉奇内机场,GHE,加拉奇内,巴拿马
OTD,康塔多拉机场,OTD,康塔多拉,巴拿马
ONX,科隆机场,ONX,科隆,巴拿马
PLP,拉帕尔马机场,PLP,拉帕尔马,巴拿马
CTD,奇特雷机场,CTD,奇特雷,巴拿马
SAX,桑布机场,SAX,桑布,巴拿马
JQE,雅克机场,JQE,雅克,巴拿马
BAH,巴林机场,BAH,巴林,巴林
GZA,加沙城国际机场,GZA,加沙城,巴勒斯坦
AYO,阿约拉斯机场,AYO,阿约拉斯,巴拉圭
OLK,奥林波堡机场,OLK,奥林波堡,巴拉圭
AGT,东方市机场,AGT,东方市,巴拉圭
CIO,麦考尔-洛佩兹机场,CIO,康塞普西翁,巴拉圭
BFA,内格拉港机场,BFA,内格拉港,巴拉圭
VMI,瓦勒米机场,VMI,瓦勒米,巴拉圭
ASU,亚松森机场,ASU,亚松森,巴拉圭
AAW,阿伯塔巴德机场,AAW,阿伯塔巴德,巴基斯坦
ATG,阿塔克机场,ATG,阿塔克,巴基斯坦
ORW,奥尔马拉机场,ORW,奥尔马拉,巴基斯坦
